year,month,day,time,temp.0,R.hum.0,temp.1,R.hum.1,temp.2,R.hum.2,temp.3,R.hum.3
2019,2,19,11:20:55,23.4,26.4,7,68.2,19.6,34.1,5.4,52
2019,2,19,11:21:00,23.4,26.4,7.3,68.8,20,33.1,5.4,52
2019,2,19,11:21:05,23.4,26.4,7.6,69,20.6,32.1,5.4,52
2019,2,19,11:21:10,23.4,26.4,8,68.8,21,31.2,5.4,52
2019,2,19,11:21:15,23.4,26.4,8.4,68.3,21.4,30.3,5.4,52
2019,2,19,11:21:20,23.4,26.4,8.8,67.5,21.7,29.6,5.4,52
2019,2,19,11:21:25,23.4,26.4,9.3,66.5,21.9,29.1,5.4,52
2019,2,19,11:21:30,23.4,26.4,9.7,65.3,21.9,24.9,5.4,52
2019,2,19,11:21:35,23.4,26.4,10.2,63.9,21.7,22.1,5.4,52
2019,2,19,11:21:40,23.4,26.4,10.2,58.1,21.3,20.9,5.3,52
2019,2,19,11:21:45,23.4,26.4,9.9,51.2,20.8,20.5,5.4,52
2019,2,19,11:21:50,23.4,26.4,9.5,47.2,20.2,20.5,5.4,52
2019,2,19,11:21:55,23.4,26.4,9,45.2,19.6,20.7,5.4,52
2019,2,19,11:22:00,23.4,26.4,8.6,44.4,19,21.1,5.4,52
2019,2,19,11:22:05,23.4,26.4,8.2,44.2,18.4,21.6,5.4,52
2019,2,19,11:22:10,23.4,26.4,7.9,44.4,17.7,22.3,5.4,52
2019,2,19,11:22:15,23.4,26.4,7.5,44.9,17,22.9,5.4,52
2019,2,19,11:22:20,23.4,26.4,7.2,45.5,16.3,23.6,5.4,51.9
2019,2,19,11:22:25,23.4,26.4,6.9,46.1,15.5,24.4,5.4,51.9
2019,2,19,11:22:30,23.4,26.4,6.8,46.7,14.9,25.2,5.4,51.9
2019,2,19,11:22:35,23.5,26.4,6.5,47.3,14.3,26.1,5.4,51.9
2019,2,19,11:22:40,23.4,26.4,6.4,47.8,14.4,31.3,5.4,51.9
2019,2,19,11:22:45,23.4,26.4,6.2,48.3,15,35.9,5.4,51.9
2019,2,19,11:22:50,23.4,26.4,6.2,49,16,37.9,5.4,51.9
2019,2,19,11:22:55,23.4,26.4,6.2,54.4,16.9,38.3,5.4,51.8
2019,2,19,11:23:00,23.4,26.4,6.3,60.1,17.8,37.8,5.4,51.8
2019,2,19,11:23:05,23.4,26.4,6.4,64.2,18.5,36.7,5.3,51.8
2019,2,19,11:23:10,23.4,26.4,6.7,67,19.1,35.5,5.4,51.8
2019,2,19,11:23:15,23.4,26.4,6.9,68.5,19.6,34.3,5.3,51.8
2019,2,19,11:23:20,23.4,26.4,7.2,69.3,20.1,33.2,5.4,51.8
2019,2,19,11:23:25,23.4,26.4,7.6,69.5,20.6,32.1,5.3,51.8
2019,2,19,11:23:30,23.4,26.4,8,69.2,21,31.2,5.3,51.8
2019,2,19,11:23:35,23.4,26.4,8.4,68.7,21.4,30.4,5.4,51.8
2019,2,19,11:23:40,23.4,26.4,8.9,67.9,21.7,29.7,5.3,51.8
2019,2,19,11:23:45,23.4,26.4,9.3,66.8,21.9,29.1,5.4,51.8
2019,2,19,11:23:50,23.4,26.4,9.7,65.5,21.9,25.1,5.3,51.8
2019,2,19,11:23:55,23.4,26.4,10.2,64.2,21.7,22.1,5.4,51.8
2019,2,19,11:24:00,23.4,26.4,10.2,58.4,21.4,20.8,5.4,51.8
2019,2,19,11:24:05,23.4,26.4,9.9,51.3,20.9,20.4,5.4,51.8
2019,2,19,11:24:10,23.4,26.4,9.5,47.2,20.2,20.4,5.3,51.8
2019,2,19,11:24:15,23.4,26.4,9.1,45.1,19.7,20.6,5.4,51.8
2019,2,19,11:24:20,23.4,26.4,8.6,44.2,19.1,21,5.3,51.8
2019,2,19,11:24:25,23.4,26.5,8.2,44,18.4,21.5,5.4,51.8
2019,2,19,11:24:30,23.4,26.5,7.8,44.3,17.7,22.1,5.4,51.8
2019,2,19,11:24:35,23.4,26.5,7.5,44.8,17,22.8,5.3,51.8
2019,2,19,11:24:40,23.4,26.5,7.2,45.3,16.3,23.6,5.4,51.7
2019,2,19,11:24:45,23.4,26.5,6.9,46,15.5,24.3,5.4,51.7
2019,2,19,11:24:50,23.4,26.5,6.7,46.6,14.9,25.2,5.4,51.7
2019,2,19,11:24:55,23.4,26.5,6.5,47.1,14.3,26,5.4,51.7
2019,2,19,11:25:00,23.4,26.5,6.3,47.7,14.5,31.1,5.4,51.7
2019,2,19,11:25:05,23.4,26.5,6.2,48.2,15.1,35.8,5.4,51.7
2019,2,19,11:25:10,23.4,26.5,6.2,48.8,16.1,37.9,5.4,51.7
2019,2,19,11:25:15,23.4,26.5,6.2,54.1,17,38.2,5.4,51.7
2019,2,19,11:25:20,23.4,26.4,6.3,59.9,17.9,37.6,5.4,51.7
2019,2,19,11:25:25,23.4,26.5,6.4,64.1,18.7,36.6,5.4,51.7
2019,2,19,11:25:30,23.4,26.5,6.6,66.9,19.3,35.3,5.4,51.7
2019,2,19,11:25:35,23.4,26.5,6.9,68.5,19.9,34.1,5.4,51.7
2019,2,19,11:25:40,23.4,26.5,7.2,69.4,20.4,32.9,5.3,51.7
2019,2,19,11:25:45,23.4,26.5,7.6,69.7,20.9,31.8,5.3,51.7
2019,2,19,11:25:50,23.4,26.5,8,69.5,21.2,30.9,5.3,51.7
2019,2,19,11:25:55,23.4,26.5,8.4,68.9,21.6,30.1,5.3,51.7
2019,2,19,11:26:00,23.4,26.5,8.8,68.1,21.9,29.4,5.4,51.7
2019,2,19,11:26:05,23.4,26.5,9.2,67,22.1,28.8,5.3,51.7
2019,2,19,11:26:10,23.4,26.5,9.7,65.8,22.1,25.2,5.4,51.7
2019,2,19,11:26:15,23.4,26.5,10.2,64.4,21.9,22,5.3,51.7
2019,2,19,11:26:20,23.4,26.5,10.3,59.1,21.6,20.6,5.3,51.7
2019,2,19,11:26:25,23.4,26.5,10,51.7,21.1,20.1,5.3,51.7
2019,2,19,11:26:30,23.4,26.5,9.6,47.3,20.5,20.1,5.3,51.7
2019,2,19,11:26:35,23.4,26.6,9.2,45,19.9,20.3,5.3,51.7
2019,2,19,11:26:40,23.4,26.6,8.7,44.1,19.3,20.7,5.3,51.7
2019,2,19,11:26:45,23.4,26.6,8.3,43.8,18.6,21.2,5.3,51.7
2019,2,19,11:26:50,23.4,26.6,7.9,44.1,17.9,21.8,5.3,51.7
2019,2,19,11:26:55,23.4,26.6,7.5,44.5,17.2,22.5,5.3,51.7
2019,2,19,11:27:00,23.4,26.6,7.2,45.1,16.5,23.2,5.3,51.7
2019,2,19,11:27:05,23.4,26.6,6.9,45.7,15.8,24,5.3,51.6
2019,2,19,11:27:10,23.4,26.6,6.7,46.4,15,24.8,5.4,51.6
2019,2,19,11:27:15,23.4,26.6,6.5,47,14.5,25.6,5.3,51.6
2019,2,19,11:27:20,23.4,26.6,6.3,47.5,14.6,30.8,5.4,51.6
2019,2,19,11:27:25,23.4,26.5,6.2,48,15.1,35.5,5.4,51.6
2019,2,19,11:27:30,23.4,26.6,6.1,48.6,16,37.6,5.4,51.6
2019,2,19,11:27:35,23.4,26.6,6.2,53.7,16.9,38.1,5.3,51.6
2019,2,19,11:27:40,23.4,26.6,6.3,59.7,17.8,37.7,5.3,51.5
2019,2,19,11:27:45,23.4,26.6,6.4,64,18.5,36.7,5.4,51.6
2019,2,19,11:27:50,23.4,26.6,6.6,66.9,19.1,35.6,5.3,51.5
2019,2,19,11:27:55,23.4,26.6,6.9,68.6,19.7,34.4,5.3,51.5
2019,2,19,11:28:00,23.4,26.6,7.2,69.6,20.1,33.2,5.3,51.5
2019,2,19,11:28:05,23.4,26.5,7.6,69.8,20.6,32.2,5.3,51.5
2019,2,19,11:28:10,23.4,26.5,8,69.6,21.1,31.3,5.3,51.5
2019,2,19,11:28:15,23.4,26.5,8.4,69,21.4,30.5,5.3,51.5
2019,2,19,11:28:20,23.4,26.6,8.8,68.3,21.8,29.8,5.3,51.5
2019,2,19,11:28:25,23.4,26.6,9.2,67.3,22,29.1,5.3,51.5
2019,2,19,11:28:30,23.4,26.5,9.7,66.1,21.9,25.3,5.3,51.5
2019,2,19,11:28:35,23.4,26.5,10.1,64.7,21.8,22.1,5.3,51.5
2019,2,19,11:28:40,23.4,26.5,10.2,59.5,21.4,20.7,5.3,51.5
2019,2,19,11:28:45,23.4,26.5,10,51.9,21,20.2,5.3,51.5
2019,2,19,11:28:50,23.4,26.5,9.6,47.4,20.3,20.1,5.3,51.5
2019,2,19,11:28:55,23.4,26.5,9.1,45,19.7,20.3,5.3,51.4
2019,2,19,11:29:00,23.4,26.5,8.7,44,19.1,20.7,5.3,51.4
2019,2,19,11:29:05,23.4,26.5,8.2,43.7,18.5,21.2,5.3,51.4
2019,2,19,11:29:10,23.4,26.5,7.9,43.9,17.8,21.8,5.3,51.4
2019,2,19,11:29:15,23.4,26.6,7.5,44.3,17.1,22.5,5.3,51.4
2019,2,19,11:29:20,23.4,26.6,7.2,44.8,16.4,23.2,5.4,51.4
2019,2,19,11:29:25,23.4,26.6,6.9,45.4,15.6,23.9,5.4,51.4
2019,2,19,11:29:30,23.4,26.5,6.7,46.1,14.9,24.7,5.3,51.4
2019,2,19,11:29:35,23.4,26.5,6.5,46.6,14.4,25.5,5.3,51.3
2019,2,19,11:29:40,23.4,26.5,6.3,47.2,14.4,30.5,5.3,51.3
2019,2,19,11:29:45,23.4,26.5,6.2,47.6,15,35.5,5.3,51.3
2019,2,19,11:29:50,23.4,26.5,6.1,48.2,16,37.8,5.3,51.3
2019,2,19,11:29:55,23.4,26.5,6.1,53.2,17,38.4,5.3,51.3
2019,2,19,11:30:00,23.4,26.5,6.2,59.3,17.7,37.9,5.3,51.2
2019,2,19,11:30:05,23.4,26.5,6.3,63.9,18.5,36.9,5.3,51.2
2019,2,19,11:30:10,23.5,26.6,6.6,67,19.1,35.7,5.3,51.2
2019,2,19,11:30:15,23.5,26.6,6.8,68.8,19.6,34.5,5.3,51.2
2019,2,19,11:30:20,23.5,26.6,7.1,69.8,20,33.4,5.3,51.2
2019,2,19,11:30:25,23.5,26.5,7.5,70.1,20.5,32.4,5.3,51.2
2019,2,19,11:30:30,23.5,26.5,7.9,69.9,20.9,31.4,5.3,51.2
2019,2,19,11:30:35,23.5,26.6,8.3,69.3,21.3,30.7,5.3,51.2
2019,2,19,11:30:40,23.5,26.6,8.7,68.5,21.6,30,5.3,51.2
2019,2,19,11:30:45,23.5,26.5,9.2,67.5,21.9,29.3,5.3,51.2
2019,2,19,11:30:50,23.5,26.6,9.6,66.2,21.9,25.5,5.3,51.2
2019,2,19,11:30:55,23.5,26.6,10.1,64.9,21.8,22.1,5.3,51.2
2019,2,19,11:31:00,23.5,26.5,10.2,59.8,21.4,20.7,5.2,51.2
2019,2,19,11:31:05,23.5,26.5,9.9,52,20.9,20.1,5.3,51.2
2019,2,19,11:31:10,23.5,26.5,9.5,47.4,20.3,20,5.3,51.2
2019,2,19,11:31:15,23.5,26.5,9.1,45,19.7,20.3,5.3,51.2
2019,2,19,11:31:20,23.5,26.5,8.6,43.9,19.1,20.6,5.3,51.2
2019,2,19,11:31:25,23.5,26.5,8.2,43.6,18.5,21.1,5.3,51.2
2019,2,19,11:31:30,23.5,26.5,7.8,43.8,17.8,21.7,5.3,51.2
2019,2,19,11:31:35,23.5,26.4,7.5,44.2,17.1,22.4,5.3,51.2
2019,2,19,11:31:40,23.5,26.4,7.2,44.7,16.3,23.1,5.3,51.2
2019,2,19,11:31:45,23.5,26.5,6.9,45.3,15.6,23.8,5.3,51.2
2019,2,19,11:31:50,23.5,26.5,6.7,45.9,14.9,24.7,5.3,51.2
2019,2,19,11:31:55,23.5,26.5,6.5,46.5,14.4,25.5,5.3,51.2
2019,2,19,11:32:00,23.5,26.5,6.3,47.1,14.4,30.1,5.3,51.2
2019,2,19,11:32:05,23.5,26.5,6.2,47.6,14.9,35.2,5.3,51.1
2019,2,19,11:32:10,23.5,26.5,6.1,48.1,15.9,37.6,5.3,51.1
2019,2,19,11:32:15,23.5,26.5,6.1,52.9,16.8,38.3,5.3,51.1
2019,2,19,11:32:20,23.5,26.5,6.2,58.9,17.6,37.9,5.3,51.1
2019,2,19,11:32:25,23.5,26.5,6.3,63.4,18.4,37,5.3,51.1
2019,2,19,11:32:30,23.5,26.5,6.5,66.5,19,35.8,5.2,51.1
2019,2,19,11:32:35,23.5,26.5,6.8,68.5,19.6,34.7,5.3,51.1
2019,2,19,11:32:40,23.5,26.5,7.1,69.6,20,33.6,5.3,51.1
2019,2,19,11:32:45,23.5,26.5,7.5,70,20.5,32.5,5.3,51.1
2019,2,19,11:32:50,23.5,26.5,7.9,69.9,20.9,31.6,5.3,51.1
2019,2,19,11:32:55,23.5,26.5,8.3,69.5,21.3,30.8,5.2,51.1
2019,2,19,11:33:00,23.5,26.5,8.7,68.7,21.7,30,5.2,51.1
2019,2,19,11:33:05,23.5,26.5,9.1,67.8,21.9,29.4,5.2,51.1
2019,2,19,11:33:10,23.5,26.5,9.6,66.6,21.9,25.7,5.3,51.1
2019,2,19,11:33:15,23.5,26.5,10,65.2,21.8,22.3,5.2,51.1
2019,2,19,11:33:20,23.5,26.5,10.1,60.3,21.4,20.7,5.2,51.1
2019,2,19,11:33:25,23.5,26.5,9.9,52.3,20.9,20.1,5.2,51.1
2019,2,19,11:33:30,23.5,26.5,9.5,47.7,20.3,20,5.2,51.1
2019,2,19,11:33:35,23.5,26.5,9.1,45.2,19.7,20.2,5.2,51.1
2019,2,19,11:33:40,23.5,26.5,8.6,44,19.1,20.6,5.2,51.1
2019,2,19,11:33:45,23.5,26.5,8.2,43.7,18.4,21.1,5.3,51.1
2019,2,19,11:33:50,23.5,26.5,7.8,43.8,17.8,21.7,5.2,51.1
2019,2,19,11:33:55,23.5,26.5,7.4,44.2,17.1,22.3,5.3,51.1
2019,2,19,11:34:00,23.5,26.5,7.1,44.8,16.4,23,5.2,51.1
2019,2,19,11:34:05,23.5,26.5,6.8,45.4,15.6,23.8,5.3,51.1
2019,2,19,11:34:10,23.5,26.5,6.6,46,14.9,24.6,5.3,51.1
2019,2,19,11:34:15,23.5,26.5,6.4,46.6,14.4,25.4,5.3,51.1
2019,2,19,11:34:20,23.5,26.5,6.2,47.1,14.4,30.4,5.3,51
2019,2,19,11:34:25,23.5,26.5,6.1,47.6,15,35.6,5.3,51
2019,2,19,11:34:30,23.5,26.5,6,48.1,16,37.9,5.3,51
2019,2,19,11:34:35,23.4,26.5,6.1,53.1,17,38.4,5.3,51
2019,2,19,11:34:40,23.5,26.6,6.2,59.5,17.9,37.9,5.3,51
2019,2,19,11:34:45,23.4,26.6,6.3,64.2,18.6,36.9,5.2,51
2019,2,19,11:34:50,23.4,26.6,6.5,67.4,19.3,35.6,5.2,51
2019,2,19,11:34:55,23.4,26.6,6.8,69.2,19.8,34.3,5.3,51
2019,2,19,11:35:00,23.4,26.6,7.1,70.2,20.4,33.1,5.2,51
2019,2,19,11:35:05,23.4,26.6,7.5,70.5,20.8,32,5.2,51
2019,2,19,11:35:10,23.4,26.6,7.9,70.3,21.2,31.1,5.2,51
2019,2,19,11:35:15,23.4,26.6,8.3,69.7,21.6,30.3,5.2,51
2019,2,19,11:35:20,23.4,26.6,8.8,68.8,22,29.6,5.2,51
2019,2,19,11:35:25,23.4,26.6,9.2,67.8,22.2,28.9,5.2,51
2019,2,19,11:35:30,23.4,26.6,9.6,66.6,22.3,25.4,5.2,51
2019,2,19,11:35:35,23.4,26.6,10.1,65.2,22.1,21.8,5.3,51
2019,2,19,11:35:40,23.4,26.6,10.3,60.4,21.7,20.3,5.2,51
2019,2,19,11:35:45,23.4,26.6,10,52.3,21.3,19.7,5.2,51
2019,2,19,11:35:50,23.4,26.6,9.6,47.5,20.7,19.6,5.2,51
2019,2,19,11:35:55,23.4,26.6,9.2,44.9,20,19.8,5.3,51
2019,2,19,11:36:00,23.4,26.6,8.7,43.7,19.4,20.2,5.3,51
2019,2,19,11:36:05,23.4,26.6,8.3,43.3,18.7,20.7,5.3,51
2019,2,19,11:36:10,23.4,26.6,7.9,43.5,18.1,21.3,5.3,51
2019,2,19,11:36:15,23.4,26.6,7.5,43.9,17.3,21.9,5.2,51
2019,2,19,11:36:20,23.4,26.6,7.2,44.4,16.6,22.6,5.3,51
2019,2,19,11:36:25,23.5,26.6,6.9,45.1,15.9,23.4,5.3,51
2019,2,19,11:36:30,23.5,26.6,6.7,45.7,15.1,24.2,5.3,51
2019,2,19,11:36:35,23.5,26.6,6.4,46.3,14.5,25,5.3,50.9
2019,2,19,11:36:40,23.5,26.6,6.3,46.8,14.5,29.5,5.3,50.9
2019,2,19,11:36:45,23.5,26.6,6.2,47.3,15.1,34.9,5.2,50.9
2019,2,19,11:36:50,23.5,26.6,6.1,47.8,15.9,37.5,5.3,50.9
2019,2,19,11:36:55,23.5,26.6,6.1,52.5,16.9,38.2,5.3,50.9
2019,2,19,11:37:00,23.5,26.6,6.2,58.9,17.8,37.8,5.2,50.9
2019,2,19,11:37:05,23.5,26.6,6.3,63.8,18.5,36.8,5.3,50.9
2019,2,19,11:37:10,23.5,26.5,6.5,67.1,19.1,35.7,5.2,50.9
2019,2,19,11:37:15,23.5,26.6,6.8,68.9,19.6,34.5,5.2,50.9
2019,2,19,11:37:20,23.5,26.6,7.1,70,20,33.4,5.2,50.9
2019,2,19,11:37:25,23.5,26.5,7.4,70.3,20.6,32.4,5.2,50.9
2019,2,19,11:37:30,23.5,26.5,7.8,70.2,21,31.5,5.2,50.9
2019,2,19,11:37:35,23.5,26.5,8.2,69.7,21.3,30.6,5.2,50.9
2019,2,19,11:37:40,23.5,26.5,8.6,68.9,21.6,30,5.2,50.9
2019,2,19,11:37:45,23.5,26.5,9.1,68,21.9,29.4,5.2,50.9
2019,2,19,11:37:50,23.5,26.5,9.5,66.8,21.9,25.9,5.2,50.9
2019,2,19,11:37:55,23.5,26.5,9.9,65.5,21.7,22.3,5.2,50.9
2019,2,19,11:38:00,23.5,26.5,10.1,61.3,21.4,20.6,5.2,50.9
2019,2,19,11:38:05,23.5,26.5,9.9,52.9,21,20,5.2,50.9
2019,2,19,11:38:10,23.5,26.5,9.5,48,20.4,19.9,5.2,50.9
2019,2,19,11:38:15,23.5,26.5,9.1,45.3,19.7,20.1,5.3,50.9
2019,2,19,11:38:20,23.5,26.5,8.6,44,19.1,20.5,5.2,50.9
2019,2,19,11:38:25,23.5,26.6,8.2,43.6,18.5,21,5.2,50.9
2019,2,19,11:38:30,23.5,26.6,7.8,43.7,17.8,21.6,5.3,50.9
2019,2,19,11:38:35,23.5,26.6,7.4,44.1,17.1,22.2,5.2,50.9
2019,2,19,11:38:40,23.4,26.6,7.2,44.6,16.4,22.9,5.2,50.9
2019,2,19,11:38:45,23.4,26.6,6.9,45.2,15.7,23.7,5.2,50.9
2019,2,19,11:38:50,23.4,26.7,6.6,45.8,14.9,24.5,5.2,50.9
2019,2,19,11:38:55,23.4,26.6,6.4,46.4,14.4,25.3,5.3,50.9
2019,2,19,11:39:00,23.4,26.6,6.3,46.9,14.3,29.6,5.3,50.9
2019,2,19,11:39:05,23.4,26.6,6.1,47.4,14.8,35.1,5.3,50.9
2019,2,19,11:39:10,23.5,26.6,6.1,47.9,15.6,37.9,5.3,50.9
2019,2,19,11:39:15,23.4,26.6,6.1,52.5,16.6,38.7,5.3,50.9
2019,2,19,11:39:20,23.5,26.6,6.2,58.9,17.5,38.4,5.3,50.9
2019,2,19,11:39:25,23.4,26.6,6.3,63.8,18.3,37.5,5.3,50.9
2019,2,19,11:39:30,23.4,26.6,6.5,67,19,36.3,5.3,50.9
2019,2,19,11:39:35,23.5,26.6,6.8,69,19.6,35,5.3,50.8
2019,2,19,11:39:40,23.4,26.6,7.1,70.1,20.1,33.7,5.2,50.8
2019,2,19,11:39:45,23.4,26.6,7.4,70.5,20.6,32.6,5.2,50.8
2019,2,19,11:39:50,23.4,26.6,7.8,70.4,21,31.6,5.2,50.8
2019,2,19,11:39:55,23.5,26.6,8.2,69.9,21.3,30.7,5.2,50.8
2019,2,19,11:40:00,23.4,26.6,8.7,69.1,21.6,30,5.2,50.8
2019,2,19,11:40:05,23.4,26.6,9.1,68.1,21.9,29.4,5.2,50.8
2019,2,19,11:40:10,23.4,26.6,9.5,66.9,21.9,26,5.2,50.8
2019,2,19,11:40:15,23.4,26.6,10,65.5,21.8,22.3,5.2,50.8
2019,2,19,11:40:20,23.4,26.6,10.2,61.5,21.5,20.6,5.2,50.8
2019,2,19,11:40:25,23.4,26.6,9.9,53,21,20,5.2,50.8
2019,2,19,11:40:30,23.4,26.6,9.6,47.9,20.4,19.9,5.2,50.8
2019,2,19,11:40:35,23.4,26.6,9.1,45.1,19.8,20,5.2,50.8
2019,2,19,11:40:40,23.4,26.6,8.7,43.8,19.2,20.4,5.2,50.8
2019,2,19,11:40:45,23.4,26.7,8.3,43.4,18.6,20.8,5.3,50.8
2019,2,19,11:40:50,23.4,26.7,7.8,43.5,17.9,21.4,5.2,50.8
2019,2,19,11:40:55,23.4,26.6,7.5,43.8,17.2,22,5.2,50.8
2019,2,19,11:41:00,23.4,26.6,7.2,44.3,16.5,22.7,5.3,50.8
2019,2,19,11:41:05,23.4,26.7,6.9,44.9,15.7,23.5,5.2,50.7
2019,2,19,11:41:10,23.4,26.7,6.7,45.5,15,24.3,5.3,50.7
2019,2,19,11:41:15,23.4,26.7,6.5,46.1,14.4,25.1,5.3,50.7
2019,2,19,11:41:20,23.4,26.7,6.3,46.6,14.3,29.1,5.3,50.7
2019,2,19,11:41:25,23.4,26.7,6.1,47.1,14.9,34.9,5.3,50.7
2019,2,19,11:41:30,23.4,26.7,6,47.6,15.9,37.7,5.2,50.7
2019,2,19,11:41:35,23.4,26.7,6.1,52,16.8,38.5,5.3,50.6
2019,2,19,11:41:40,23.4,26.7,6.2,58.6,17.6,38.1,5.2,50.6
2019,2,19,11:41:45,23.4,26.7,6.3,63.6,18.4,37.2,5.2,50.6
2019,2,19,11:41:50,23.4,26.7,6.5,67,19.1,36,5.2,50.6
2019,2,19,11:41:55,23.4,26.7,6.8,68.9,19.7,34.7,5.2,50.6
2019,2,19,11:42:00,23.4,26.7,7.1,70,20.2,33.5,5.2,50.6
2019,2,19,11:42:05,23.4,26.7,7.5,70.5,20.6,32.4,5.2,50.6
2019,2,19,11:42:10,23.4,26.7,7.8,70.4,21.1,31.5,5.2,50.6
2019,2,19,11:42:15,23.4,26.7,8.3,69.9,21.4,30.6,5.2,50.6
2019,2,19,11:42:20,23.4,26.7,8.7,69,21.7,29.9,5.2,50.6
2019,2,19,11:42:25,23.4,26.7,9.2,68.1,22,29.3,5.2,50.6
2019,2,19,11:42:30,23.4,26.7,9.6,66.9,22,26,5.2,50.6
2019,2,19,11:42:35,23.4,26.7,10.1,65.4,21.9,22.2,5.2,50.6
2019,2,19,11:42:40,23.4,26.7,10.3,61.6,21.6,20.4,5.2,50.6
2019,2,19,11:42:45,23.4,26.7,10,52.8,21.2,19.8,5.2,50.6
2019,2,19,11:42:50,23.4,26.7,9.6,47.6,20.6,19.6,5.3,50.6
2019,2,19,11:42:55,23.4,26.8,9.2,44.8,19.9,19.8,5.2,50.6
2019,2,19,11:43:00,23.4,26.8,8.8,43.5,19.3,20.2,5.2,50.6
2019,2,19,11:43:05,23.4,26.7,8.3,43.1,18.7,20.6,5.2,50.6
2019,2,19,11:43:10,23.4,26.7,7.9,43.2,17.9,21.2,5.3,50.6
2019,2,19,11:43:15,23.4,26.7,7.5,43.5,17.2,21.9,5.2,50.6
2019,2,19,11:43:20,23.4,26.7,7.2,44.1,16.5,22.5,5.2,50.5
2019,2,19,11:43:25,23.4,26.7,6.9,44.7,15.8,23.3,5.3,50.5
2019,2,19,11:43:30,23.4,26.7,6.7,45.3,15,24.1,5.2,50.5
2019,2,19,11:43:35,23.4,26.7,6.5,45.9,14.5,24.9,5.3,50.5
2019,2,19,11:43:40,23.4,26.7,6.3,46.4,14.4,28.9,5.3,50.5
2019,2,19,11:43:45,23.4,26.7,6.1,46.9,14.9,34.7,5.3,50.5
2019,2,19,11:43:50,23.4,26.7,6,47.4,15.7,37.6,5.2,50.5
2019,2,19,11:43:55,23.4,26.7,6.1,51.8,16.7,38.5,5.2,50.5
2019,2,19,11:44:00,23.4,26.7,6.2,58.4,17.5,38.2,5.2,50.5
2019,2,19,11:44:05,23.4,26.7,6.3,63.5,18.3,37.3,5.2,50.4
2019,2,19,11:44:10,23.4,26.7,6.5,67,19,36.2,5.2,50.4
2019,2,19,11:44:15,23.4,26.7,6.8,69,19.5,35,5.2,50.4
2019,2,19,11:44:20,23.4,26.7,7.1,70.2,20,33.8,5.2,50.4
2019,2,19,11:44:25,23.4,26.7,7.4,70.6,20.4,32.7,5.2,50.4
2019,2,19,11:44:30,23.4,26.7,7.8,70.5,20.9,31.8,5.2,50.4
2019,2,19,11:44:35,23.4,26.7,8.2,70,21.3,31,5.2,50.4
2019,2,19,11:44:40,23.4,26.7,8.7,69.1,21.7,30.2,5.2,50.4
2019,2,19,11:44:45,23.4,26.7,9.1,68.2,22,29.5,5.2,50.4
2019,2,19,11:44:50,23.4,26.7,9.5,67,22,26.5,5.2,50.4
2019,2,19,11:44:55,23.4,26.7,10,65.7,21.9,22.4,5.2,50.4
2019,2,19,11:45:00,23.4,26.7,10.3,62.3,21.6,20.5,5.2,50.4
2019,2,19,11:45:05,23.4,26.7,10,53.3,21.2,19.8,5.2,50.4
2019,2,19,11:45:10,23.4,26.7,9.6,47.9,20.7,19.6,5.2,50.4
